Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
2267,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:50,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,24461.92,3,-1.89731866248168,43.291809859113,-2.033693,43.256347
2268,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,07:30,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-1.97188176935488,43.29526658580363,-2.033693,43.256347
2269,Urola Kosta       ,Donostialdea,Zarautz,Hernani,Coche pasajero,18:00,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25243.96,3,-2.1529385091247737,43.28272618768934,-2.033693,43.256347
2270,Donostialdea,Donostialdea,Usurbil,Hernani,Coche conductor,13:50,22,Hernani,1,2,1,Hogar de una persona,1,5,1,1,2021,26225.31,4,-2.0308861451702254,43.27536582459101,-2.033693,43.256347
2271,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,14:45,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,3,-1.9185657785720776,43.315886856153725,-2.033693,43.256347
2272,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,10:00,23,Irun,2,1,1,Otros hogares con niños,2,3,1,2,2021,18102.375,1,-1.7897150613908732,43.3337347728347,-2.033693,43.256347
2273,Urola Kosta       ,Donostialdea,Orio,Donostia/San Sebastian,Coche conductor,07:30,22,Orio,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25548.66,3,-2.1298043761799303,43.27924925249351,-2.033693,43.256347
2274,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Andando,16:30,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.015945656464462,43.25949414550163,-2.033693,43.256347
2275,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,16:30,99,Lasarte-Oria,1,2,1,Hogar de una persona,1,5,1,1,2021,26198.01,4,-1.9868701140128493,43.315771997501656,-2.033693,43.256347
2276,Donostialdea,Donostialdea,Usurbil,Donostia/San Sebastian,Coche conductor,20:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-2.041282464340861,43.28795771467288,-2.033693,43.256347
2277,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,09:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-1.982211643656063,43.320014687343786,-2.033693,43.256347
2278,Bidasoa,Donostialdea,Hondarribia,Lezo,Coche conductor,05:30,22,Hondarribia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23288.25,2,-1.838008742988488,43.33270135402167,-2.033693,43.256347
2279,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,21:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,25423.61,3,-2.4804102910881545,43.065780549257774,-2.033693,43.256347
2280,Donostialdea,Donostialdea,Pasaia,Errenteria,Bicicleta,14:30,22,Errenteria,1,2,2,2 adultos,1,4,1,1,2021,23080.120000000003,2,-1.916730227719583,43.31787276178701,-2.033693,43.256347
2281,Donostialdea,Donostialdea,Usurbil,Lezo,Coche pasajero,13:45,22,Lezo,1,2,2,Hogar de una persona,1,4,1,1,2021,24918.51,2,-2.052208076717231,43.2700943298134,-2.033693,43.256347
2282,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Autobús interurbano,19:30,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,27634.26,4,-2.0216739604662157,43.22048038780706,-2.033693,43.256347
2283,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:30,99,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,23502.77,2,-1.8077634911409817,43.33442515970191,-2.033693,43.256347
2284,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4139585064896583,43.03424823952586,-2.033693,43.256347
2285,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:30,22,Hernani,1,2,1,2 adultos,2,4,1,1,2021,20930.450000000004,1,-1.9679182463362503,43.25212673862416,-2.033693,43.256347
2286,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,13:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26108.009999999995,4,-1.9930790618027616,43.30532963936187,-2.033693,43.256347
2287,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9067166321567837,43.31566189056206,-2.033693,43.256347
2288,Donostialdea,Donostialdea,Errenteria,Urnieta,RENFE,15:30,99,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,18671.675,1,-1.9071477036405344,43.31639508368127,-2.033693,43.256347
2289,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,16:30,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22307.55,1,-2.414010673829179,43.21705554483315,-2.033693,43.256347
2290,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:50,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,24461.92,3,-1.9067464108714691,43.3110792870394,-2.033693,43.256347
2291,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,17:00,21,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-1.9728690355855671,43.2544993525798,-2.033693,43.256347
2292,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4737500528381067,43.18207433372371,-2.033693,43.256347
2293,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.7883163378213325,43.33943707234858,-2.033693,43.256347
2294,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Andando,20:30,23,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),2,5,1,1,2021,22504.87,1,-1.931065802121596,43.31734609790416,-2.033693,43.256347
2295,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,08:45,23,Errenteria,2,2,1,Otros hogares con niños,2,4,1,1,2021,19758.6,1,-1.899797519588844,43.31538587240303,-2.033693,43.256347
2296,Urola Kosta       ,Donostialdea,Zarautz,Errenteria,Coche conductor,14:30,22,Zarautz,1,2,1,Hogar de una persona,1,5,1,1,2021,23777.3,2,-2.175529108609944,43.28408933883714,-2.033693,43.256347
2297,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,07:30,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,23569.26,3,-1.9184332872130192,43.31655939699073,-2.033693,43.256347
2298,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,15:30,99,Amurrio,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27611.51,4,-2.5343215702136503,43.06068668383415,-2.033693,43.256347
2299,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Andando,16:30,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.0173668493036123,43.27093168009636,-2.033693,43.256347
2300,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,11:30,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,2,2021,20197.045,1,-1.935957633767808,43.32420011820331,-2.033693,43.256347
2301,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,23:00,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,28231.56,4,-1.897964582017204,43.31265211577704,-2.033693,43.256347
2302,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,07:30,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,21976.27,2,-1.9283300002391293,43.32417730472337,-2.033693,43.256347
2303,Donostialdea,Donostialdea,Errenteria,Lezo,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,26210.41,4,-1.904954821201428,43.300743504906194,-2.033693,43.256347
2304,Donostialdea,Donostialdea,Hernani,Urnieta,Coche conductor,06:50,22,Hernani,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25238.16,3,-1.9729028182195567,43.27023025594309,-2.033693,43.256347
2305,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4821021539059758,43.1839858973653,-2.033693,43.256347
2306,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche pasajero,07:00,22,Hondarribia,2,2,1,Otros hogares sin niños,1,4,1,2,2021,24992.16,3,-1.7968279193939125,43.36551948489585,-2.033693,43.256347
2307,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Autobús interurbano,07:15,22,Zarautz,1,1,1,2 adultos,2,3,1,1,2021,25026.585,3,-2.172851605446063,43.28480378372341,-2.033693,43.256347
2308,Donostialdea,Donostialdea,Usurbil,Andoain,Coche conductor,10:30,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,3,-2.050646884602944,43.27138121427309,-2.033693,43.256347
2309,Goierri                              ,Donostialdea,Zumarraga,Donostia/San Sebastian,Coche conductor,19:30,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,27790.76,4,-2.311144075159624,43.08309734673678,-2.033693,43.256347
2310,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,22:30,22,Donostia/San Sebastian,2,2,3,Otros hogares sin niños,2,3,1,1,2021,20755.395,1,-1.9342938259247744,43.32492579150166,-2.033693,43.256347
2311,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,07:15,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-1.9728590699188548,43.32218987820254,-2.033693,43.256347
2312,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,06:00,22,Tolosa,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22665.75,2,-2.074402690548588,43.13728236514826,-2.033693,43.256347
2313,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,18:30,99,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,26805.41,4,-2.1747009827817174,43.28531626383137,-2.033693,43.256347
2314,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,21:30,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,4,-1.9132034102125783,43.32320341132132,-2.033693,43.256347
2315,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,14:50,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.839039544183436,43.305681396908106,-2.033693,43.256347
2316,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,18:00,22,Hernani,2,4,2,Otros hogares sin niños,1,6,1,1,2021,27651.46,4,-1.9597335136696612,43.324471383962056,-2.033693,43.256347
2317,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,14:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,2,-1.7873987274296883,43.33506610904446,-2.033693,43.256347
2318,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,07:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8835727832532372,43.30888510594794,-2.033693,43.256347
2319,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,05:30,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,2,-1.917411588276997,43.3184015038922,-2.033693,43.256347
2320,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,14:00,23,Hernani,2,4,2,Otros hogares sin niños,2,5,1,1,2021,26312.81,4,-1.944463650326828,43.31961977150392,-2.033693,43.256347
2321,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:45,22,Errenteria,1,2,1,Hogar de una persona,1,4,1,1,2021,27197.56,4,-2.006059399620741,43.30101173462972,-2.033693,43.256347
2322,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Coche conductor,17:15,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,25055.120000000003,3,-2.0175989425436387,43.22564028719894,-2.033693,43.256347
2323,Urola Kosta       ,Donostialdea,Zarautz,Hernani,Coche pasajero,18:00,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25243.96,3,-2.1771979751638417,43.2853727452809,-2.033693,43.256347
2324,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,21:30,22,Donostia/San Sebastian,1,3,1,2 adultos,1,4,1,1,2021,27790.76,4,-2.1628090870983945,43.28413487843618,-2.033693,43.256347
2325,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:50,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,24461.92,3,-1.890938354628218,43.310001558279616,-2.033693,43.256347
2326,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,15:00,99,Donostia/San Sebastian,2,4,2,Otros hogares con niños,1,4,1,1,2021,26787.11,4,-1.9000629712996049,43.32380574331901,-2.033693,43.256347
2327,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,07:30,22,Hondarribia,3,4,1,Otros hogares con niños,1,4,1,1,2021,26762.01,4,-1.7997335946234123,43.36389804608473,-2.033693,43.256347
2328,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,15:30,22,Pasaia,2,3,2,Otros hogares con niños,2,5,1,1,2021,25444.91,3,-1.9813656958722423,43.31374155341869,-2.033693,43.256347
2329,Goierri                              ,Donostialdea,Beasain,Lasarte-Oria,Coche conductor,15:00,99,Beasain,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23958.56,2,-2.2128322497514685,43.04747775008435,-2.033693,43.256347
2330,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,16:30,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22307.55,1,-2.408814691202068,43.217039380309295,-2.033693,43.256347
2331,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,22,Hernani,2,4,2,Otros hogares sin niños,1,6,1,1,2021,27651.46,4,-1.9803720065010832,43.263039886846194,-2.033693,43.256347
2332,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,20:00,22,Donostia/San Sebastian,1,4,3,2 adultos,1,4,1,1,2021,27790.76,4,-2.157796342130994,43.28485407086376,-2.033693,43.256347
2333,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.0190502376444086,43.27015485744437,-2.033693,43.256347
2334,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,21:30,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,4,-1.9241293897733451,43.325234739528746,-2.033693,43.256347
2335,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,17:30,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26958.709999999995,4,-1.8973037821898608,43.32270938557624,-2.033693,43.256347
2336,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,16:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.9792269977840635,43.29932137209743,-2.033693,43.256347
2337,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,07:15,22,Errenteria,2,3,1,Otros hogares sin niños,2,3,1,1,2021,23969.435,3,-1.8939753817789944,43.308736807142125,-2.033693,43.256347
2338,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Autobús interurbano,19:00,22,Lezo,2,2,1,Otros hogares sin niños,2,4,1,2,2021,23374.61,2,-1.984240878864196,43.32310048493316,-2.033693,43.256347
2339,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:20,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.9564953244273695,43.29418520607975,-2.033693,43.256347
2340,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,17:00,22,Lasarte-Oria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-1.958113830949256,43.27687231981263,-2.033693,43.256347
2341,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Coche conductor,14:00,23,Andoain,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26803.31,4,-1.994019456517368,43.3037051136721,-2.033693,43.256347
2342,Donostialdea,Donostialdea,Oiartzun,Errenteria,Autobús interurbano,15:10,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.8367595423066367,43.28799759749703,-2.033693,43.256347
2343,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:20,22,Donostia/San Sebastian,2,2,1,1 adulto con niño(s),2,5,1,1,2021,23732.11,2,-1.9831129273881491,43.31277721525949,-2.033693,43.256347
2344,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,17:00,22,Lasarte-Oria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-1.9405113382934445,43.32095825342144,-2.033693,43.256347
2345,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.90649299904968,43.309981112359424,-2.033693,43.256347
2346,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,12:30,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23900.47,2,-1.9728073930245391,43.324432570973,-2.033693,43.256347
2347,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,05:30,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,3,-1.97983466708642,43.314523436568365,-2.033693,43.256347
2348,Urola Kosta       ,Donostialdea,Orio,Andoain,Coche conductor,20:40,22,Orio,1,2,1,Hogar de una persona,1,4,1,1,2021,22378.5,1,-2.1271124243410333,43.27607531069688,-2.033693,43.256347
2349,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,15:15,22,Zarautz,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28513.61,4,-2.1617564666889875,43.287404914446384,-2.033693,43.256347
2350,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,25010.085,3,-1.784169255488577,43.33957459525132,-2.033693,43.256347
2351,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,07:25,22,Lasarte-Oria,1,2,1,2 adultos,2,6,1,1,2021,21968.220000000005,1,-2.0148517085163404,43.27113188539576,-2.033693,43.256347
2352,Donostialdea,Donostialdea,Urnieta,Andoain,Coche conductor,18:00,22,Andoain,1,2,1,2 adultos,2,4,1,1,2021,23860.06,1,-1.9929839235367524,43.24617429653977,-2.033693,43.256347
2353,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,RENFE,08:20,22,Irun,1,2,1,2 adultos,1,5,1,1,2021,28297.16,4,-1.8007621812303027,43.33180783205442,-2.033693,43.256347
2354,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:45,23,Lasarte-Oria,1,1,1,2 adultos,2,4,1,2,2021,22238.570000000003,1,-1.970365902247378,43.320007461934416,-2.033693,43.256347
2355,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,16:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.810624816509829,43.3392028492578,-2.033693,43.256347
2356,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,15:15,22,Urnieta,1,4,1,2 adultos,2,5,1,1,2021,26736.56,4,-2.0012194782588484,43.31500297453663,-2.033693,43.256347
2357,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.806766208113004,43.34099329867829,-2.033693,43.256347
2358,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,24412.785,3,-1.9711686323478368,43.32253999985192,-2.033693,43.256347
2359,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.415422136838162,43.121225160268416,-2.033693,43.256347
2360,Donostialdea,Donostialdea,Errenteria,Pasaia,Bicicleta,07:25,22,Errenteria,1,2,2,2 adultos,1,4,1,1,2021,27042.46,4,-1.8971704971898429,43.31371173750215,-2.033693,43.256347
2361,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4725460431596398,43.18059023168723,-2.033693,43.256347
2362,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,15:30,23,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,5,1,1,2021,28013.81,4,-1.986349396617806,43.315323962401166,-2.033693,43.256347
2363,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:50,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,24461.92,3,-1.8998049949460791,43.312051553032966,-2.033693,43.256347
2364,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,07:15,22,Pasaia,1,2,1,2 adultos,1,3,1,1,2021,19267.975,1,-1.9185079263772795,43.31683143308421,-2.033693,43.256347
2365,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Autobús interurbano,16:20,22,Lasarte-Oria,1,2,1,Hogar de una persona,2,4,1,1,2021,22393.67,1,-2.0213054568205333,43.2708428776213,-2.033693,43.256347
2366,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,99,Errenteria,1,3,1,1 adulto con niño(s),1,4,1,1,2021,25842.46,4,-1.892341561257225,43.30696976684494,-2.033693,43.256347
2367,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.91933569546034,43.31014197550859,-2.033693,43.256347
2368,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,06:50,22,Tolosa,2,2,1,1 adulto con niño(s),1,4,1,1,2021,22406.520000000004,2,-2.0717452870884747,43.144992848876285,-2.033693,43.256347
2369,Goierri                              ,Donostialdea,Beasain,Andoain,Coche pasajero,22:00,22,Andoain,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24067.67,2,-2.193777133625724,43.04722540784874,-2.033693,43.256347
2370,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,05:30,23,Tolosa,2,3,1,Otros hogares sin niños,1,4,1,1,2021,24795.36,3,-2.074555173963032,43.13847616677406,-2.033693,43.256347
2371,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,14:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.486142382564255,43.0644644890339,-2.033693,43.256347
2372,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,05:30,23,Irun,2,3,3,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.7976115992679418,43.33513401025224,-2.033693,43.256347
2373,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,16:30,22,Errenteria,1,2,2,2 adultos,2,4,1,1,2021,22097.67,1,-1.7964790028729556,43.35861439421684,-2.033693,43.256347
2374,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Autobús interurbano,12:50,22,Irun,2,2,1,2 adultos con niño(s),2,5,1,1,2021,25746.91,3,-1.803142329817108,43.33623339413603,-2.033693,43.256347
2375,Debabarrena,Donostialdea,Elgoibar,Donostia/San Sebastian,Coche conductor,14:30,22,Donostia/San Sebastian,1,2,2,2 adultos,1,5,1,1,2021,29017.46,4,-2.4301302007605803,43.21002776883023,-2.033693,43.256347
2376,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche pasajero,19:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,24100.06,3,-1.8038136297524012,43.33186508887855,-2.033693,43.256347
2377,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,29017.46,4,-2.1671880625165723,43.28458994856881,-2.033693,43.256347
2378,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,22:30,22,Donostia/San Sebastian,2,2,3,Otros hogares sin niños,2,3,1,1,2021,20755.395,1,-1.9340501972504367,43.324953067215965,-2.033693,43.256347
2379,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,21:30,22,Donostia/San Sebastian,2,3,2,2 adultos con niño(s),1,5,1,1,2021,24223.07,3,-1.9846740525204447,43.32466745804836,-2.033693,43.256347
2380,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:30,22,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,23492.66,2,-2.001154161755797,43.30895410308539,-2.033693,43.256347
2381,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,07:00,22,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-1.95578073622558,43.29969710032707,-2.033693,43.256347
2382,Donostialdea,Donostialdea,Lezo,Errenteria,Coche conductor,07:45,22,Lezo,1,2,1,2 adultos,2,3,1,1,2021,20501.545,1,-1.901740897881753,43.32660727124216,-2.033693,43.256347
2383,Donostialdea,Donostialdea,Errenteria,Oiartzun,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,25069.96,3,-1.8906868915478767,43.31003838234829,-2.033693,43.256347
2384,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,11:30,99,Errenteria,2,3,2,Otros hogares con niños,1,3,1,1,2021,21297.335,1,-2.0058849787500903,43.32058089717594,-2.033693,43.256347
2385,Urola Kosta       ,Donostialdea,Zarautz,Andoain,Coche conductor,14:00,22,Andoain,1,2,1,Hogar de una persona,1,5,1,1,2021,24629.120000000003,2,-2.180878351826446,43.28446198129942,-2.033693,43.256347
