,Hora_Ini_E,Per_hog,Turismos,Sexo,Edad,crnt_tur,O_long,O_lat,D_long,D_lat,drive_tt,distance,original_distance,Coworking,Rem_work,walk_tt,transit_tt,Tipo_familia,Mun_Ori,Mun_Des,prediction,Mode,CO2,CO2_worst_case
94,97,1,2,1,5,1,-2.3329658145715606,43.05262932836988,-2.033693,43.256347,41.94808333333334,224435.805,44887.161,0,0,676.5630166666667,78.414,1,51,69,2,Car,43.016862624999995,43.016862624999995
95,97,1,2,1,5,1,-2.3340113132937166,43.05628171061563,-2.033693,43.256347,41.2836,224286.58,44857.316,0,0,670.6012666666667,81.342,1,51,69,2,Car,42.98826116666665,42.98826116666665
96,97,1,2,1,5,1,-2.3326924210033293,43.052435894012966,-2.033693,43.256347,41.94808333333334,224435.805,44887.161,0,0,675.7018333333333,77.772,1,51,69,2,Car,43.016862624999995,43.016862624999995
97,97,1,2,1,5,1,-2.3326924210033293,43.052435894012966,-2.033693,43.256347,41.94808333333334,224435.805,44887.161,0,0,675.7018333333333,77.772,1,51,69,2,Car,43.016862624999995,43.016862624999995
98,97,1,2,1,5,1,-2.33248274900022,43.05253575732201,-2.033693,43.256347,41.94808333333334,224435.805,44887.161,0,0,675.7018333333333,77.772,1,51,69,2,Car,43.016862624999995,43.016862624999995
99,103,2,3,1,6,1,-2.0195939336892166,43.265667708742505,-2.033693,43.256347,4.400083333333333,11276.465,2255.293,0,0,45.70465,20.203,2,83,69,2,Car,2.1613224583333333,2.1613224583333333
100,97,2,3,2,5,1,-2.019555532213849,43.26703626481199,-2.033693,43.256347,3.7867666666666664,12503.140000000001,2500.628,0,0,42.701283333333336,21.889,4,83,69,1,PT,0.5628784285172415,2.396435166666666
101,103,2,3,1,6,1,-2.021456217869418,43.27095928055434,-2.033693,43.256347,4.938416666666667,12619.605,2523.921,0,0,44.37486666666667,24.221,2,83,69,2,Car,2.418757624999999,2.418757624999999
102,106,2,2,1,5,1,-2.0149386782803544,43.27026889070515,-2.033693,43.256347,3.2895333333333334,13222.619999999999,2644.524,0,0,51.33421666666666,26.203,4,83,69,1,PT,0.5952686738275862,2.534335499999999
103,100,2,3,2,4,1,-2.017113890461203,43.25920829617511,-2.033693,43.256347,3.579533333333333,8052.465,1610.493,0,0,40.01878333333333,19.478,4,83,69,1,PT,0.36251364416379306,1.5433891249999996
104,106,2,2,1,5,1,-2.0173668493036123,43.27093168009636,-2.033693,43.256347,3.5144333333333337,13131.255000000001,2626.251,0,0,46.15465,24.905,4,83,69,1,PT,0.5911555160431036,2.5168238749999996
